MIS_NO,MIS_DT,MIS_TYP,PO_NO,ITM_CD,GDN_CD,CHAL_QTY,VENDUQ_QTY,VEND_UQ,VEND_CD,REC_QTY,CHAL_NO,CHAL_DT,RECT_VAL,ACT_QTY,DEV_QTY,RFR_QTY,REJ_QTY,SHT_QTY,TST_QTY,CS_QTY,QLT_RTG,DEL_RTG,MTL_FLG,VAL_FLG,VAL_MTL,INSP_AUTH,INSP_DT,WHAR_DEM,FREIGHT,MC_NT_NO,MC_NT_DT,STAT_CD,MVD_QTY,RV_NO,RV_DT,KOD,COST_CL,PSA_CD,BPLN_NO,DISCOUNT,IGP_NO,BOC_ITM_CD,CON_FACT,WGT,NO_PACKS,PREV_MIS,COMM,COMM1,REMARK,INOTE_NO,REMARK1,QR_QTY,REJ_REASON1,REJ_REASON2,REJ_REASON3,RV_FWD_DT,RV_FWD_TRANS,RV_FWD_SEC,TMP_ACT,STATE_UP,GSTIN_NO,HSN_CD,COMP_SCHEME,GST_EXEMPT,UNIT_RT,CGST_PCT,CGST_AMT,SGST_PCT,SGST_AMT,IGST_PCT,IGST_AMT,MFD_MTH,MFD_YR
20240160,2024/01/05,C,20240033,2510025694,,500,500,,0,500,2,2024/01/05,9280,500,0,0,0,0,2,0,0,0,0,0,0,GM OPF,2024/30/05,0,0,,,2,500,S20240256,2024/04/06,,,5,1108,0,20240177,2510025694,0,,2,,M/S PREM NARAIN GUPTA & CO.,,,0,,0,,,,2024/06/06,20240032,6,0,Y,09ACDPG9620P1Z5,3923,N,N,15.73,9,707.85,9,707.85,0,0,,
20240161,2024/01/05,C,20240057,2110040024,,200,200,,0,200,9,2024/30/04,24800,200,0,0,0,0,1,0,0,0,0,0,0,GM OPF,2024/03/05,0,0,,,2,200,S20240124,2024/10/05,5,,5,1314,0,20240178,2110040024,0,,200,,M/S SANTRAM ENGINEERING WORKS,,,0,,0,,,,2024/11/06,20240033,6,0,Y,09AAYFS2731C1ZY,8804,N,N,105.09,9,1891.53,9,1891.53,0,0,,
20240165,2024/01/05,C,20240055,2110099020,,250,250,,0,250,9,2024/01/05,10030,250,0,0,0,0,0,0,0,0,0,0,0,GM OPF,2024/03/05,0,0,,,2,250,S20240140,2024/15/05,,,5,121,0,20240176,2110099020,0,,250,,M/S PRIYA ENTERPRISES,,,0,,0,,,,2024/16/05,20240013,6,0,Y,09ATWPK3223E1ZJ,4820,N,N,34,9,765,9,765,0,0,,
20240166,2024/01/05,C,20240125,9911037997,,20,20,,0,20,2145,2024/30/04,1026,20,0,0,0,0,0,0,0,0,0,0,0,GM OPF,2024/07/05,0,0,,,2,20,S20240117,2024/10/05,,,5,115,0,20240175,9911037997,0,,20,,M/S UNIT RUN CANTEEN,,,0,,0,,,,2024/15/05,20240012,24,0,Y,0,0,N,N,51.3,0,0,0,0,0,0,,
20240167,2024/01/05,C,20240126,9911036491,,24,24,,0,24,2146,2024/30/04,2394,24,0,0,0,0,0,0,0,0,0,0,0,GM OPF,2024/07/05,0,0,,,2,24,S20240119,2024/10/05,,,5,2315,0,20240174,9911036491,0,,24,,M/S UNIT RUN CANTEEN,,,0,,0,,,,2024/15/05,20240012,24,0,Y,0,0,N,N,99.75,0,0,0,0,0,0,,
20240168,2024/02/05,C,20240137,2101221618,,100,100,,0,100,13,2024/01/05,2100,100,0,0,0,0,6,0,0,0,0,0,0,GM OPF,2024/05/07,0,0,,,2,100,S20240426,2024/11/07,,,5,101,0,20240183,2101221618,0,,1,,M/S CLASSIC FOAM INDUSTRIES,,,0,,0,,,,,,,0,Y,09ACXPK1726G2Z8,5806,N,N,20,2.5,50,2.5,50,0,0,,
20240169,2024/02/05,C,20231556,2101291996,,14,14,,0,14,9,2024/01/05,14868,14,0,0,0,0,0,0,0,0,0,0,0,GM OPF,2024/11/05,0,0,,,2,14,S20240166,2024/18/05,,,5,513,0,20240182,2101291996,0,,1,,M/S CLASSIC FOAM INDUSTRIES,,,0,,0,,,,2024/18/05,20240015,6,0,Y,09ACXPK1726G2Z8,3920,N,N,900,9,1134,9,1134,0,0,,
20240170,2024/02/05,C,20240135,2101221616,,100,100,,0,100,11,2024/01/05,2940,100,0,0,0,0,6,0,0,0,0,0,0,GM OPF,2024/05/07,0,0,,,2,100,S20240424,2024/11/07,,,5,101,0,20240180,2101221616,0,,1,,M/S CLASSIC FOAM INDUSTRIES,,,0,,0,,,,,,,0,Y,09ACXPK1726G2Z8,5806,N,N,28,2.5,70,2.5,70,0,0,,
20240171,2024/02/05,C,20240136,2101221617,,100,100,,0,100,12,2024/01/05,2100,100,0,0,0,0,6,0,0,0,0,0,0,GM OPF,2024/05/07,0,0,,,2,100,S20240425,2024/11/07,,,5,101,0,20240179,2101221617,0,,1,,M/S CLASSIC FOAM INDUSTRIES,,,0,,0,,,,,,,0,Y,09ACXPK1726G2Z8,5806,N,N,20,2.5,50,2.5,50,0,0,,
20240172,2024/02/05,M,20240028,2101221983,,823,823,,S013421001,823,SI/10/04,2024/26/04,425182.1771,799,0,24,0,0,24,0,33.98,29.13,0,0,0,"GM/OPF,KANPUR",2024/27/05,0,0,,,2,799,SA20240015,2024/13/06,,,5,1816,0,20240185,2101221983,1,,2,,,,,202400134,N,0,,,,2024/24/06,20240039,6,0,N,27AAACS6430P1ZZ,5208,N,N,532.14,0,0,0,0,5,21897.56,4,2024
20240173,2024/02/05,C,20240133,2101221615,,100,100,,0,100,10,2024/01/05,2940,100,0,0,0,0,6,0,0,0,0,0,0,GM OPF,2024/05/07,0,0,,,2,100,S20240423,2024/11/07,,,5,101,0,20240181,2101221615,1,,1,,M/S CLASSIC FOAM INDUSTRIES,,,0,,0,,,,,,,0,Y,09ACXPK1726G2Z8,5806,N,N,28,2.5,70,2.5,70,0,0,,
20240176,2024/02/05,M,20230513,2110071001,,50,50,,S000525000,50,26,2024/02/05,62328,49,0,0,1,0,1,0,34.3,14.07,0,0,0,GM OPF,2024/16/05,0,0,,,2,49,S20240182,2024/21/05,5,,5,2207,0,20240187,2110071001,1,,1,,,,,202400088,N,,REJECTED DUE TO POOR FINISH,,,2024/24/05,20240018,6,0,Y,09AACCS0177M1Z1,8804,N,N,1272,9,5724,9,5724,0,0,5,2024
20240177,2024/02/05,C,20240060,2101726612,,200,200,,0,200,27,2024/25/04,4032,200,0,0,0,0,0,0,0,0,0,0,0,GM OPF,2024/11/05,0,0,,,2,200,S20240161,2024/18/05,,,5,607,0,20240184,2101726612,0,,1,,M/S SHRAM SEVI ENTERPRISES,,,0,,0,,,,2024/24/05,20240019,6,0,Y,09AAVFS0855J1ZH,5807,N,N,18,6,216,6,216,0,0,,
20240178,2024/02/05,C,20240088,9911037547,,3,3,,0,3,6,2024/01/05,4956,3,0,0,0,0,0,0,0,0,0,0,0,GM OPF,2024/09/05,0,0,,,2,3,S20240133,2024/11/05,,,5,205,0,20240188,9911037547,0,,3,,M/S ANUSHKA ENTERPRISES,,,0,,0,,,,2024/15/05,20240012,24,0,Y,09CLXPK4843F1ZI,7013,N,N,1400,9,378,9,378,0,0,,
20240179,2024/02/05,C,20231313,9911038617,,6,6,,0,6,7,2024/01/05,2053.0002,6,0,0,0,0,0,0,0,0,0,0,0,GM OPF,2024/09/05,0,0,,,2,6,S20240154,2024/18/05,,,5,105,0,20240189,9911038617,0,,6,,M/S ANUSHKA ENTERPRISES,,,0,,0,,,,2024/18/05,20240016,24,0,Y,09CLXPK4843F1ZI,9611,N,N,290,9,156.5,9,156.5,0,0,,
20240180,2024/02/05,M,20230430,2101787014,,6479,6479,,M000421005,6479,M/00141,2024/02/05,40760.6933,6407,0,72,0,0,294,0,34.61,0.65,0,0,0,GM OPF,2024/16/05,0,0,,,2,6407,S20240175,2024/20/05,,,5,511,0,20240190,2101787014,1,,2,,,,,202400092,N,0,,,,2024/24/05,20240018,6,0,Y,09AAACM9362J1Z2,5806,N,N,6.3619,2.5,1030.47,2.5,1030.47,0,0,4,2024
20240181,2024/02/05,M,20230516,2101796984,,11057,11057,,M000421005,11057,M/00144,2024/02/05,,0,0,0,11057,0,0,0,0,0,0,0,0,GM OPF,2024/01/06,0,0,,,1,0,,,,,,,0,20240191,2101796984,1,,3,,,,,0,,0,TPM IN WARP & WEFT DIRECTION OBSERVED NIL AGAINST SPECIFIED 100 MIN.,,,,,,0,Y,09AAACM9362J1Z2,5806,N,N,9.53,2.5,2634.33,2.5,2634.33,0,0,,
20240182,2024/02/05,M,20230578,2101797685,,10648,10648,,M000421005,10648,M/00143,2024/02/05,56028.6649,10543,0,105,0,0,330,0,34.65,29.7,0,0,0,GM OPF,2024/10/06,0,0,,,2,10543,S20240318,2024/21/06,,,5,414,0,20240192,2101797685,1,,4,,,,,202400188,N,0,,,,2024/24/06,20240039,6,0,Y,09AAACM9362J1Z2,5806,N,N,5.3143,2.5,1414.67,2.5,1414.67,0,0,4,2024
20240183,2024/02/05,M,20230594,2101126341,,22682,22682,,M000421005,22682,M/00142,2024/02/05,64547.6392,22244,0,438,0,0,684,0,34.32,29.09,0,0,0,"GM/OPF,KANPUR",2024/29/06,0,0,,,2,22244,S20240389,2024/05/07,,,5,511,0,20240193,2101126341,1,,5,,,,,202400259,N,0,,,,2024/05/07,20240053,6,0,Y,09AAACM9362J1Z2,5607,N,N,2.9018,6,3949.12,6,3949.12,0,0,4,2024
20240184,2024/02/05,C,20240028,9911039098,,1,1,,0,1,9,2024/26/04,24880,1,0,0,0,0,0,0,0,0,0,0,0,GM OPF,2024/05/06,0,0,,,2,1,S20240275,2024/13/06,,,5,102,0,20240186,9911039098,0,,1,,M/S MADHAV ENTERPRISES KANPUR,,,0,,0,,,,2024/24/06,20240039,6,0,Y,09AFTPT1474P1ZA,9403,N,N,21084.75,9,1897.63,9,1897.63,0,0,,
20240174,2024/03/05,H,20240090,1035761010,,114.52,114.52,,0,114.52,20149,2024/30/04,10388.5787,114.52,0,0,0,0,0,0,0,0,0,0,0,GM OPF,2024/09/05,0,0,,,2,114.52,S20240138,2024/11/05,,,5,3812,0,0,1035761010,0,,0,,M/S SINGH FILLING STATION,,,0,,0,,,,2024/15/05,20240011,6,0,,,0,,,0,0,0,0,0,0,0,,
20240175,2024/03/05,H,20231527,1035761010,,97.21,97.21,,0,97.21,484,2024/03/05,9781.5521,97.21,0,0,0,0,0,0,0,0,0,0,0,GM OPF,2024/09/05,0,0,,,2,97.21,S20240139,2024/11/05,,,5,3813,0,0,1035761010,0,,0,,M/S SANTOSH LUBRICANTS OILS,,,0,,0,,,,2024/15/05,20240011,6,0,,,0,,,0,0,0,0,0,0,0,,
20240185,2024/03/05,M,20230099,2101774129,,4000,4000,,A000929110,4000,6,2024/03/05,17342.5635,3933,0,67,0,0,39,0,34.41,6.08,0,0,0,GM OPF,2024/16/05,0,0,,,2,3933,S20240190,2024/23/05,,,5,10217,0,20240204,2101774129,1,,2,,,,,202400093,N,,,,,2024/06/06,20240032,6,0,Y,09ABQPN5720P1ZU,5806,N,N,4.4095,2.5,440.95,2.5,440.95,0,0,2,2024
20240186,2024/03/05,M,20210128,2110005017,,120,120,,S005921011,120,5,2024/03/05,89505,117,0,0,3,0,1,0,34.13,0,0,0,0,GM OPF,2024/18/05,0,0,,,2,117,S20240204,2024/24/05,5,,5,205,0,20240194,2110005017,1,,1,,,,,202400102,N,,REJECTED DUE TO POOR FINISH AND COMPRESSION LOAD AT LAB,,,2024/30/05,20240026,6,0,Y,09ACDPG9588L2ZT,8804,N,N,765,9,8262,9,8262,0,0,5,2024
20240187,2024/03/05,M,20200174,2110064001,,200,200,,S005921011,200,6,2024/03/05,38000,200,0,0,0,0,1,0,35,0,0,0,0,GM OPF,2024/23/05,0,0,,,2,200,S20240213,2024/27/05,5,,5,603,0,20240195,2110064001,1,,1,,,,,202400113,N,0,,,,2024/31/05,20240028,6,0,Y,09ACDPG9588L2ZT,8804,N,N,190,9,3420,9,3420,0,0,4,2024
20240188,2024/03/05,M,20220292,2110071035,,23,23,,K006521097,23,1001,2024/03/05,,0,0,0,23,0,0,0,0,0,0,0,0,GM OPF,2024/09/05,0,0,,,1,0,,,,,,,0,20240196,2110071035,1,,1,,,,,0,,,REJECTED DUE TO MANUFACTURIG YEAR 2023 ENGRAVED IN PLACE OF 2024,,,,,,0,Y,09AACFK8758M2ZJ,8804,N,N,1650,9,3415.5,9,3415.5,0,0,5,2023
20240189,2024/03/05,M,20240020,2111659013,,689,689,,P000916176,689,42,2024/30/04,97802.9988,689,0,0,0,0,5,0,35,30,0,0,0,GM OPF,2024/10/06,0,0,,,2,689,S20240337,2024/24/06,,,5,3403,0,20240197,2111659013,1,,3,,,,,202400193,N,0,,,,2024/28/06,20240046,6,0,N,06AAECM0720G1ZZ,9607,N,N,149.56,0,0,0,0,12,12365.62,4,2024
20240190,2024/03/05,M,20230264,2101222000,,13906.5,13906.5,,O000921013,13906.5,MS/N/007,2024/28/04,4760877.5,13043.5,0,863,0,0,74,0,32.83,9.75,0,0,0,"GM/OPF, KANPUR",2024/10/06,0,0,,,2,13043.5,S20240308,2024/21/06,,,5,214,0,20240202,2101222000,1,,17,,,,,202400181,N,0,,,,2024/24/06,20240039,6,0,N,27AAACP3167G1ZH,5407,N,N,365,0,0,0,0,5,253793.63,4,2024
20240191,2024/03/05,M,20230237,2103216031,,838,838,,O000921013,838,MS/N/008,2024/28/04,446620,815,0,23,0,0,7,0,34.04,6.83,0,0,0,"GM/OPF,KANPUR",2024/20/05,0,0,,,2,815,S20240194,2024/23/05,,,5,1915,0,20240203,2103216031,1,,5,,,,,202400105,N,0,,,,2024/30/05,20240026,6,0,N,27AAACP3167G1ZH,5407,N,N,548,0,0,0,0,5,22961.2,4,2024
20240192,2024/03/05,C,20240061,9911039116,,200,200,,0,200,10,2024/01/05,5192,200,0,0,0,0,0,0,0,0,0,0,0,GM OPF,2024/11/05,0,0,,,2,200,S20240149,2024/16/05,,,5,101,0,20240200,9911039116,0,,200,,M/S VARISHA PRECISION WORKS,,,0,,0,,,,2024/24/05,20240019,6,0,Y,09ADDPN6913H1ZF,4820,N,N,22,9,396,9,396,0,0,,
20240220,2024/03/05,C,20240059,2101221558,,1000,1000,,0,1000,8,2024/25/04,5900,1000,0,0,0,0,0,0,0,0,0,0,0,GM OPF,2024/05/07,0,0,,,2,1000,S20240408,2024/10/07,5,,5,101,0,20240201,2101221558,0,,1,,M/S VARISHA PRECISION WORKS,,,0,,0,,,,,,,0,Y,09ADDPN6913H1ZF,4821,N,N,5,9,450,9,450,0,0,,
20240222,2024/03/05,C,20231430,9911039013,,3,3,,0,3,11,2024/03/05,,3,0,0,0,0,0,0,0,0,0,0,0,GM OPF,2024/13/06,0,0,,,1,0,,,,,,,0,20240198,9911039013,0,,3,,M/S JYOTI ENGINEERS,,,0,,0,,,,,,,0,Y,09BGRPD1778C1Z9,0,N,N,1500,9,405,9,405,0,0,,
20240224,2024/03/05,C,20240010,2110199023,,200,200,,0,200,33,2024/01/05,3304,200,0,0,0,0,0,0,0,0,0,0,0,GM OPF,2024/15/05,0,0,,,2,200,S20240191,2024/23/05,,,5,209,0,20240199,2110199023,0,,200,,M/S SHRAM SEVI ENTERPRISES,,,0,,0,,,,2024/06/06,20240032,6,0,Y,09AAVFS0855J1ZH,3404,N,N,14,9,252,9,252,0,0,,
20240196,2024/04/05,M,20230324,2101116213,,17550,17550,,S009925009,17550,59,2024/04/05,66903.3192,16953,0,597,0,0,150,0,33.81,18.45,0,0,0,GM OPF,2024/31/05,0,0,,,2,16953,S20240253,2024/04/06,,,5,1603,0,20240206,2101116213,1,,3,,,,,202400158,N,0,,,,2024/06/06,20240032,6,0,Y,09ADWPK1340G1ZE,5607,N,N,3.9464,6,4155.56,6,4155.56,0,0,4,2024
20240197,2024/04/05,M,20230472,2101126374,,2480,2480,,S009925009,2480,60,2024/04/05,65291.716,2440,0,40,0,0,48,0,34.44,26.55,0,0,0,GM OPF,2024/01/06,0,0,,,2,2440,S20240285,2024/13/06,,,5,807,0,20240205,2101126374,1,,1,,,,,202400162,N,0,,,,2024/24/06,20240039,6,0,Y,09ADWPK1340G1ZE,5607,N,N,26.7589,6,3981.72,6,3981.72,0,0,4,2024
20240198,2024/04/05,M,20230407,2101797031,,58390,58390,,V000921032,58390,36,2024/04/03,326426.9096,57508,0,882,0,0,1299,0,34.47,13.3,0,0,0,GM OPF,2024/18/06,0,0,,,2,57508,S20240335,2024/21/06,,,5,225,0,20240207,2101797031,1,,29,,,,,202400222,N,0,,,,2024/25/06,20240040,6,0,Y,09AANFV8115G1ZS,5806,N,N,5.6762,2.5,8285.83,2.5,8285.83,0,0,5,2024
20240199,2024/06/05,C,20240099,9911038631,,1,1,,0,1,1,2024/06/05,14750,1,0,0,0,0,0,0,0,0,0,0,0,GM OPF,2024/11/05,0,0,,,2,1,S20240153,2024/16/05,,,5,102,0,20240210,9911038631,0,,1,,M/S BABA ENTERPRISES,,,0,,0,,,,2024/24/05,20240020,24,0,Y,09CEFPS5498F2ZT,4820,N,N,2900,9,1125,9,1125,0,0,,
20240200,2024/06/05,M,20230513,2110071001,,50,50,,S000525000,50,30,2024/06/05,63600,50,0,0,0,0,1,0,35,15.89,0,0,0,GM OPF,2024/30/05,0,0,,,2,50,S20240259,2024/04/06,5,,5,2215,0,20240211,2110071001,1,,1,,,,,202400156,N,,,,,2024/06/06,20240032,6,0,Y,09AACCS0177M1Z1,8804,N,N,1272,9,5724,9,5724,0,0,5,2024
20240201,2024/06/05,C,20240142,9911038041,,1,1,,0,1,30,2024/03/05,21090,1,0,0,0,0,0,0,0,0,0,0,0,GM OPF,2024/14/05,0,0,,,2,1,S20240155,2024/18/05,,,5,113,0,20240208,9911038041,0,,1,,M/S MAA DURGA ENTERPRISES,,,0,,0,,,,2024/18/05,20240016,24,0,Y,09PTNPS6249L1ZA,0,N,N,297,0,0,0,0,0,0,,
20240202,2024/06/05,M,20230210,2110019025,,102,102,,S000921155,102,11,2024/06/05,105457.6266,102,0,0,0,0,6,0,35,6.42,0,0,0,"GM/OPF,KANPUR",2024/17/05,0,0,,,2,102,S20240202,2024/24/05,5,,5,613,0,20240209,2110019025,1,,1,,,,,202400098,N,0,,,,2024/30/05,20240026,6,0,Y,09AAYFS2731C1ZY,8804,N,N,1033.9,9,9491.2,9,9491.2,0,0,5,2024
20240203,2024/07/05,C,20231537,9911037941,,1,1,,0,1,5,2024/28/04,1095,1,0,0,0,0,0,0,0,0,0,0,0,GM OPF,2024/16/05,0,0,,,2,1,S20240192,2024/23/05,,,5,114,0,20240212,9911037941,1,,1,,M/S ANUSHKA ENTERPRISES,,,0,,0,,,,2024/06/06,20240032,6,0,Y,09CLXPK4843F1ZI,0,N,N,978,6,58.5,6,58.5,0,0,,
20240204,2024/07/05,C,20231536,9911037941,,1,1,,0,1,4,2024/28/04,2250,1,0,0,0,0,0,0,0,0,0,0,0,GM OPF,2024/16/05,0,0,,,2,1,S20240193,2024/23/05,,,5,201,0,20240213,9911037941,1,,1,,M/S ANUSHKA ENTERPRISES,,,0,,0,,,,2024/06/06,20240032,6,0,Y,09CLXPK4843F1ZI,0,N,N,2009,6,120.5,6,120.5,0,0,,
20240205,2024/07/05,C,20240139,1013000020,,70,70,,0,70,10,2024/06/05,23458.4,70,0,0,0,0,0,0,0,0,0,0,0,GM OPF,2024/11/05,0,0,,,2,70,S20240156,2024/18/05,,,5,3409,0,20240214,1013000020,1,,1,,M/S PRIYA ENTERPRISES,,,0,,0,,,,2024/18/05,20240015,6,0,Y,09ATWPK3223E1ZJ,3206,N,N,284,9,1789.2,9,1789.2,0,0,,
20240206,2024/07/05,M,20240024,2110069085,,277,277,,M002521018,277,K124001179,2024/07/05,28254,277,0,0,0,0,5,0,35,30,0,0,0,GM OPF,2024/13/06,0,0,,,2,277,SA20240022,2024/21/06,,,5,6827,0,20240215,2110069085,1,,2,,,,,202400206,N,0,,,,2024/25/06,20240040,6,0,Y,03AACCV2554K1ZD,5401,N,N,102,6,1695.24,6,1695.24,0,0,4,2024
20240207,2024/07/05,M,20230395,2103784280,,5841,5841,,V004721006,5841,112,2024/07/05,,5677,0,164,0,0,408,0,34.02,5.72,0,0,0,GM OPF,2024/09/07,0,0,,,1,0,,,,,,,0,20240216,2103784280,1,,14,,,,,202400306,N,,,,,,,,0,Y,09AABCV1571F1ZE,5806,N,N,89.71,2.5,13099.9,2.5,13099.9,0,0,5,2024
20240208,2024/07/05,M,20240034,2101726667,,4488,4488,,V004721006,4488,111,2024/07/05,71778.3462,4422,0,66,0,0,27,0,34.49,29.56,0,0,0,GM OPF,2024/15/05,0,0,,,2,4422,S20240173,2024/20/05,,,5,424,0,20240217,2101726667,1,,1,,,,,202400087,N,0,,,,2024/24/05,20240018,6,0,Y,09AABCV1571F1ZE,5607,N,N,16.23,6,4370.41,6,4370.41,0,0,4,2024
20240209,2024/07/05,M,20230469,2101797649,,8890,8890,,V004721006,8890,110,2024/07/05,,8598,0,292,0,0,267,0,33.85,26.13,0,0,0,GM OPF,2024/09/07,0,0,,,1,0,,,,,,,0,20240218,2101797649,1,,6,,,,,202400307,N,0,,,,,,,0,Y,09AABCV1571F1ZE,5806,N,N,12.14,2.5,2698.12,2.5,2698.12,0,0,6,2024
20240210,2024/07/05,M,20230394,2101797032,,44175.2,44175.2,,S009925009,44175.2,65,2024/07/05,,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,3,0,,,,,,,0,20240219,,1,,7,,,,,0,,0,,,,,,,0,Y,09ADWPK1340G1ZE,5607,N,N,4.4286,6,11738.06,6,11738.06,0,0,,
20240211,2024/07/05,M,20230448,2101786836,,12596,12596,,S009925009,12596,66,2024/07/05,359790.7768,12218,0,378,0,0,870,0,33.95,10.15,0,0,0,GM OPF,2024/02/07,0,0,,,2,12218,S20240394,2024/10/07,,,5,3021,0,20240220,2101786836,1,,27,,,,,202400274,N,0,,,,,,,0,Y,09ADWPK1340G1ZE,5806,N,N,29.4476,2.5,9273.05,2.5,9273.05,0,0,4,2024
20240212,2024/08/05,M,20230178,2110065001,,300,300,,A000929283,300,162,2024/08/05,126900,300,0,0,0,0,2,0,35,8.94,0,0,0,GM OPF,2024/12/06,0,0,,,2,300,S20240297,2024/19/06,5,,5,614,0,20240221,2110065001,1,,1,,,,,202400204,NN,,,,,2024/20/06,20240036,6,0,N,07FONPP1674B1ZR,9606,N,N,423,0,0,0,0,18,22842,5,2024
20240213,2024/08/05,C,20231217,2010300079,,140,140,,0,140,34,2024/08/05,24304,140,0,0,0,0,0,0,0,0,0,0,0,GM OPF,2024/22/05,0,0,,,2,140,S20240209,2024/27/05,,,5,106,0,20240222,2010300079,0,,1,,M/S SHANKAR INDUSTRIAL MACHINE,,,0,,0,,,,2024/30/05,20240026,6,0,Y,09BIOPA8405Q1ZN,8452,N,N,155,6,1302,6,1302,0,0,,
20240214,2024/08/05,C,20240039,2101786861,,200,200,,0,200,15,2024/08/05,,0,0,0,200,0,0,0,0,0,0,0,0,GM OPF,2024/27/06,0,0,,,1,0,,,,,,,0,20240223,2101786861,0,,8,,M/S CLASSIC FOAM INDUSTRIES,,,0,,0,ENDURANCE STRENGTH FOUND 409.6 GM/SQ CM WHICH IS LESS THAN SPECIFIED,,,,,,0,Y,09ACXPK1726G2Z8,5806,N,N,17.5,2.5,87.5,2.5,87.5,0,0,,
20240215,2024/08/05,C,20240037,2101786860,,200,200,,0,200,16,2024/08/05,,0,0,0,200,0,0,0,0,0,0,0,0,GM OPF,2024/27/06,0,0,,,1,0,,,,,,,0,20240224,2101786860,0,,1,,M/S CLASSIC FOAM INDUSTRIES,,,0,,0,ENDURANCE STRENGTH OBSERVED 396.8 GM/SQ CM IS LESS THAN SPECIFIED.,,,,,,0,Y,09ACXPK1726G2Z8,5806,N,N,17.5,2.5,87.5,2.5,87.5,0,0,,
20240216,2024/08/05,C,20240141,2101221235,,11,11,,0,11,14,2024/08/05,,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,3,0,,,,,,,0,20240225,,0,,1,,M/S CLASSIC FOAM INDUSTRIES,,,0,,0,,,,,,,0,Y,09ACXPK1726G2Z8,3920,N,N,600,9,594,9,594,0,0,,
20240217,2024/08/05,M,20230553,2101786914,,542,542,,M000421005,542,M/00158,2024/07/05,3990.1941,529,0,13,0,0,21,0,34.16,0.6,0,0,0,GM OPF,2024/16/05,0,0,,,2,529,S20240174,2024/20/05,,,5,218,0,20240226,2101786914,1,,1,,,,,202400095,N,,,,,2024/24/05,20240018,6,0,Y,09AAACM9362J1Z2,5806,N,N,7.5429,2.5,102.21,2.5,102.21,0,0,4,2024
20240218,2024/08/05,C,20240056,9911038775,,54,54,,0,54,9,2024/08/05,24300,54,0,0,0,0,0,0,0,0,0,0,0,GM OPF,2024/11/05,0,0,,,2,54,S20240157,2024/18/05,,,5,109,0,20240227,9911038775,1,,54,,M/S ANUSHKA ENTERPRISES,,,0,,0,,,,2024/18/05,20240015,6,0,Y,09CLXPK4843F1ZI,7326,N,N,381.35,9,1853.5,9,1853.5,0,0,,
20240219,2024/08/05,C,20240042,9911037036,,1,1,,0,1,3032,2024/08/05,10459,1,0,0,0,0,0,0,0,0,0,0,0,GM OPF,2024/01/06,0,0,,,2,1,S20240262,2024/04/06,5,,5,117,0,20240228,9911037036,1,,1,,M/S UNIT RUN CANTEEN,,,0,,0,,,,2024/06/06,20240032,6,0,Y,0,0,N,N,10459,0,0,0,0,0,0,,
20240225,2024/09/05,M,20230534,9911039045,,1360,1360,,S000921326,1360,6,2024/09/05,81588.44,1360,0,0,0,0,0,0,35,21,0,0,0,GM OPF,2024/13/06,0,0,,,2,1360,S20240338,2024/24/06,,,5,101,0,20240229,9911039045,1,,1360,,,,,202400209,N,0,,,,2024/27/06,20240043,6,0,Y,09DIJPS8367A1ZS,4820,N,N,59.9915,9,7342.96,9,7342.96,0,0,,
20240223,2024/10/05,H,20240106,1035761010,,180,180,,0,180,79605,2024/02/05,16816.698,180,0,0,0,0,0,0,0,0,0,0,0,GM OPF,2024/16/05,0,0,,,2,180,S20240170,2024/20/05,,,5,3816,0,0,1035761010,0,,0,,M/S GUPTA SALUJA & CO.,,,0,,0,,,,2024/24/05,20240019,6,0,,,0,,,0,0,0,0,0,0,0,,
20240226,2024/10/05,M,20230254,2101787012,,2974,2974,,T001321011,2974,SB049,2024/29/04,,0,0,0,2974,0,0,0,0,0.49,0,0,0,GM OPF,2024/18/06,0,0,,,1,0,,,,,,,0,20240241,2101787012,1,,1,,,,,0,,0,THICKNESS OBSERVED 0.64-0.65 MM AGAINST SPECIFIED 0.62 MM(MAX.).,,,,,,0,N,27AAAFT1739P2ZP,5806,N,N,4.9,0,0,0,0,5,729.34,,
20240227,2024/10/05,M,20230322,2101877081,,756,756,,T001321011,756,SB042,2024/29/04,14135.2312,724,0,12,0,20,24,0,33.52,15,0,0,0,GM OPF,2024/03/06,0,0,,,2,724,S20240320,2024/21/06,,,5,3201,0,20240240,2101877081,1,,1,,,,,202400168,N,0,,,,2024/24/06,20240039,6,0,N,27AAAFT1739P2ZP,5806,N,N,19.52,0,0,0,0,5,738,4,2024
20240228,2024/10/05,M,20220407,2101796703,,21443,21443,,T001321011,21443,SB046,2024/29/04,,0,0,0,21443,0,0,0,0,7.23,0,0,0,GM OPF,2024/01/06,0,0,,,1,0,,,,,,,0,20240238,2101796703,1,,4,,,,,0,,0,PICS/DM OBSERVED 252-256 AGAINST SPECIFIED 260 MIN.,,,,,,0,N,27AAAFT1739P2ZP,5806,N,N,2.75,0,0,0,0,5,2950.99,,
